date,symbol,rank,score_quote_vol,in_universe
2021-04-17,LINK-USDT,12,8855213580,1
2021-04-17,THETA-USDT,13,7379834128,1
2021-04-17,AAVE-USDT,14,6590401006,1
2021-04-17,ETC-USDT,15,5871299247,1
2021-04-17,GRT-USDT,16,5618998706,1
2021-04-17,AVAX-USDT,17,5270676373,1
2021-04-17,ATOM-USDT,18,5039025297,1
2021-04-17,EGLD-USDT,19,4617621516,1
2021-04-17,CRV-USDT,20,4468732098,1
2021-04-17,NEO-USDT,21,4358075407,1
2021-04-17,TRX-USDT,22,4157038874,1
2021-04-17,MANA-USDT,23,3775607700,1
2021-04-17,ALGO-USDT,24,3693769778,1
2021-04-17,SOL-USDT,25,3507606989,1
2021-04-17,XTZ-USDT,26,3172717733,1
2021-04-17,KSM-USDT,27,3054772826,1
2021-04-17,IOTA-USDT,28,3030896171,1
2021-04-17,HBAR-USDT,29,2864235950,1
2021-04-17,QTUM-USDT,30,2849203929,1
2021-04-17,ZIL-USDT,31,2430881064,0
2021-04-17,NEAR-USDT,32,1965184837,0
2021-04-17,ADA-USDT,33,1819680171,0
2021-04-17,SNX-USDT,34,1736509643,0
2021-04-17,COMP-USDT,35,1439623729,0
2021-04-18,BTC-USDT,1,66830837200,1
2021-04-18,DOGE-USDT,2,37587443041,1
2021-04-18,ETH-USDT,3,24114978335,1
2021-04-18,OKB-USDT,4,16438376205,1
2021-04-18,BCH-USDT,5,15284496909,1
2021-04-18,DOT-USDT,6,14737293586,1
2021-04-18,LTC-USDT,7,12844251714,1
2021-04-18,UNI-USDT,8,11889282885,1
2021-04-18,FIL-USDT,9,11357925947,1
2021-04-18,XRP-USDT,10,9945212686,1
2021-04-18,XLM-USDT,11,9714279145,1
2021-04-18,LINK-USDT,12,9021127047,1
2021-04-18,THETA-USDT,13,7638394102,1
2021-04-18,AAVE-USDT,14,6685905527,1
2021-04-18,ETC-USDT,15,6242670456,1
2021-04-18,GRT-USDT,16,5604671013,1
2021-04-18,AVAX-USDT,17,5367425204,1
2021-04-18,ATOM-USDT,18,5102392651,1
2021-04-18,NEO-USDT,19,4796827892,1
2021-04-18,EGLD-USDT,20,4712393898,1
2021-04-18,CRV-USDT,21,4535548120,1
2021-04-18,TRX-USDT,22,4307558174,1
2021-04-18,MANA-USDT,23,3882654810,1
2021-04-18,SOL-USDT,24,3777407872,1
2021-04-18,ALGO-USDT,25,3770265302,1
2021-04-18,XTZ-USDT,26,3232541652,1
2021-04-18,IOTA-USDT,27,3152300620,1
2021-04-18,KSM-USDT,28,3092747437,1
2021-04-18,QTUM-USDT,29,2987327367,1
2021-04-18,HBAR-USDT,30,2908225557,1
2021-04-18,ZIL-USDT,31,2458099240,0
2021-04-18,NEAR-USDT,32,2000082929,0
2021-04-18,ADA-USDT,33,1890314562,0
2021-04-18,SNX-USDT,34,1748850412,0
2021-04-18,COMP-USDT,35,1471035130,0
2021-04-19,BTC-USDT,1,66826208937,1
2021-04-19,DOGE-USDT,2,41311976016,1
2021-04-19,ETH-USDT,3,23927968479,1
2021-04-19,OKB-USDT,4,16584682488,1
2021-04-19,BCH-USDT,5,15579513231,1
2021-04-19,DOT-USDT,6,14731794786,1
2021-04-19,LTC-USDT,7,12974943074,1
2021-04-19,UNI-USDT,8,11949000552,1
2021-04-19,FIL-USDT,9,11483064596,1
2021-04-19,XRP-USDT,10,10190274253,1
2021-04-19,XLM-USDT,11,9724173643,1
2021-04-19,LINK-USDT,12,9140479526,1
2021-04-19,THETA-USDT,13,7751930340,1
2021-04-19,AAVE-USDT,14,6711784655,1
2021-04-19,ETC-USDT,15,6387211889,1
2021-04-19,GRT-USDT,16,5587359138,1
2021-04-19,AVAX-USDT,17,5413021940,1
2021-04-19,NEO-USDT,18,5325724497,1
2021-04-19,ATOM-USDT,19,5130980686,1
2021-04-19,EGLD-USDT,20,4744342574,1
2021-04-19,CRV-USDT,21,4561270986,1
2021-04-19,TRX-USDT,22,4382465446,1
2021-04-19,SOL-USDT,23,4069325386,1
2021-04-19,MANA-USDT,24,3938794018,1
2021-04-19,ALGO-USDT,25,3808221878,1
2021-04-19,XTZ-USDT,26,3263618709,1
2021-04-19,IOTA-USDT,27,3217728877,1
2021-04-19,QTUM-USDT,28,3154295978,1
2021-04-19,KSM-USDT,29,3119031656,1
2021-04-19,HBAR-USDT,30,2937678791,1
2021-04-19,ZIL-USDT,31,2472356968,0
2021-04-19,NEAR-USDT,32,2012820870,0
2021-04-19,ADA-USDT,33,1916626468,0
2021-04-19,SNX-USDT,34,1745388226,0
2021-04-19,COMP-USDT,35,1489719881,0
2021-04-20,BTC-USDT,1,66699536143,1
2021-04-20,DOGE-USDT,2,44743828673,1
2021-04-20,ETH-USDT,3,23962390190,1
2021-04-20,OKB-USDT,4,16771718773,1
2021-04-20,BCH-USDT,5,15905896927,1
2021-04-20,DOT-USDT,6,14702955439,1
2021-04-20,LTC-USDT,7,13127459175,1
2021-04-20,UNI-USDT,8,11994079590,1
2021-04-20,FIL-USDT,9,11602432997,1
2021-04-20,XRP-USDT,10,10444661200,1
2021-04-20,XLM-USDT,11,9773407972,1
2021-04-20,LINK-USDT,12,9237853520,1
2021-04-20,THETA-USDT,13,7953211218,1
2021-04-20,AAVE-USDT,14,6747261027,1
2021-04-20,ETC-USDT,15,6523637925,1
2021-04-20,NEO-USDT,16,5888133798,1
2021-04-20,GRT-USDT,17,5605684043,1
2021-04-20,AVAX-USDT,18,5461712299,1
2021-04-20,ATOM-USDT,19,5182820436,1
2021-04-20,EGLD-USDT,20,4798982311,1
2021-04-20,CRV-USDT,21,4539324591,1
2021-04-20,TRX-USDT,22,4452746002,1
2021-04-20,SOL-USDT,23,4260904488,1
2021-04-20,MANA-USDT,24,4105758251,1
2021-04-20,ALGO-USDT,25,3846599482,1
2021-04-20,IOTA-USDT,26,3326796452,1
2021-04-20,XTZ-USDT,27,3294596146,1
2021-04-20,QTUM-USDT,28,3248403074,1
2021-04-20,KSM-USDT,29,3165787153,1
2021-04-20,HBAR-USDT,30,2946537537,1
2021-04-20,ZIL-USDT,31,2522668701,0
2021-04-20,NEAR-USDT,32,2022603191,0
2021-04-20,ADA-USDT,33,1940654958,0
2021-04-20,SNX-USDT,34,1749205955,0
2021-04-20,COMP-USDT,35,1524279285,0
2021-04-21,BTC-USDT,1,66394203251,1
2021-04-21,DOGE-USDT,2,45953311672,1
2021-04-21,ETH-USDT,3,23963365266,1
2021-04-21,OKB-USDT,4,16909479232,1
2021-04-21,BCH-USDT,5,16107662803,1
2021-04-21,DOT-USDT,6,14753214837,1
2021-04-21,LTC-USDT,7,13205331471,1
2021-04-21,UNI-USDT,8,12147498090,1
2021-04-21,FIL-USDT,9,11683984270,1
2021-04-21,XRP-USDT,10,10606595014,1
2021-04-21,XLM-USDT,11,9795582295,1
2021-04-21,LINK-USDT,12,9265648458,1
2021-04-21,THETA-USDT,13,8025389471,1
2021-04-21,AAVE-USDT,14,6753100888,1
2021-04-21,ETC-USDT,15,6586211878,1
2021-04-21,NEO-USDT,16,5997936453,1
2021-04-21,GRT-USDT,17,5614237008,1
2021-04-21,AVAX-USDT,18,5500776986,1
2021-04-21,ATOM-USDT,19,5203640487,1
2021-04-21,EGLD-USDT,20,4836485983,1
2021-04-21,TRX-USDT,21,4482797614,1
2021-04-21,CRV-USDT,22,4476830385,1
2021-04-21,SOL-USDT,23,4416577487,1
2021-04-21,MANA-USDT,24,4153498118,1
2021-04-21,ALGO-USDT,25,3876510503,1
2021-04-21,IOTA-USDT,26,3366051046,1
2021-04-21,XTZ-USDT,27,3310458566,1
2021-04-21,QTUM-USDT,28,3287746819,1
2021-04-21,KSM-USDT,29,3183316554,1
2021-04-21,HBAR-USDT,30,2938424840,1
2021-04-21,ZIL-USDT,31,2533270386,0
2021-04-21,NEAR-USDT,32,2028743570,0
2021-04-21,ADA-USDT,33,1956402614,0
2021-04-21,SNX-USDT,34,1746306517,0
2021-04-21,COMP-USDT,35,1536291370,0
2021-04-22,BTC-USDT,1,66899890316,1
2021-04-22,DOGE-USDT,2,47078394879,1
2021-04-22,ETH-USDT,3,24445567829,1
2021-04-22,OKB-USDT,4,17043528553,1
2021-04-22,BCH-USDT,5,16314730065,1
2021-04-22,DOT-USDT,6,14937022763,1
2021-04-22,LTC-USDT,7,13378100358,1
2021-04-22,UNI-USDT,8,12406433940,1
2021-04-22,FIL-USDT,9,11794728315,1
2021-04-22,XRP-USDT,10,10813447709,1
2021-04-22,XLM-USDT,11,9808473573,1
2021-04-22,LINK-USDT,12,9301158589,1
2021-04-22,THETA-USDT,13,8114256422,1
2021-04-22,ETC-USDT,14,6831488919,1
2021-04-22,AAVE-USDT,15,6824968292,1
2021-04-22,NEO-USDT,16,6164230224,1
2021-04-22,GRT-USDT,17,5607090312,1
2021-04-22,AVAX-USDT,18,5534747672,1
2021-04-22,ATOM-USDT,19,5233205928,1
2021-04-22,EGLD-USDT,20,4870989682,1
2021-04-22,SOL-USDT,21,4817406794,1
2021-04-22,TRX-USDT,22,4532540103,1
2021-04-22,CRV-USDT,23,4425137824,1
2021-04-22,MANA-USDT,24,4180375575,1
2021-04-22,ALGO-USDT,25,3907970130,1
2021-04-22,IOTA-USDT,26,3419008241,1
2021-04-22,QTUM-USDT,27,3340128476,1
2021-04-22,XTZ-USDT,28,3308661253,1
2021-04-22,KSM-USDT,29,3206244250,1
2021-04-22,HBAR-USDT,30,2941122835,1
2021-04-22,ZIL-USDT,31,2550089772,0
2021-04-22,NEAR-USDT,32,2045653149,0
2021-04-22,ADA-USDT,33,1981938022,0
2021-04-22,SNX-USDT,34,1744074050,0
2021-04-22,COMP-USDT,35,1589691370,0
2021-04-23,BTC-USDT,1,67729917098,1
2021-04-23,DOGE-USDT,2,48980142641,1
2021-04-23,ETH-USDT,3,25240188088,1
2021-04-23,OKB-USDT,4,17244876057,1
2021-04-23,BCH-USDT,5,16679828972,1
2021-04-23,DOT-USDT,6,15249450692,1
2021-04-23,LTC-USDT,7,13667905620,1
2021-04-23,UNI-USDT,8,12632634917,1
2021-04-23,FIL-USDT,9,11968691044,1
2021-04-23,XRP-USDT,10,11259678650,1
2021-04-23,XLM-USDT,11,9930396989,1
2021-04-23,LINK-USDT,12,9396335247,1
2021-04-23,THETA-USDT,13,8384472006,1
2021-04-23,ETC-USDT,14,7094292718,1
2021-04-23,AAVE-USDT,15,6881773878,1
2021-04-23,NEO-USDT,16,6377578600,1
2021-04-23,GRT-USDT,17,5610110083,1
2021-04-23,AVAX-USDT,18,5595444131,1
2021-04-23,ATOM-USDT,19,5303316374,1
2021-04-23,SOL-USDT,20,5221050576,1
2021-04-23,EGLD-USDT,21,4925778426,1
2021-04-23,TRX-USDT,22,4647464405,1
2021-04-23,CRV-USDT,23,4406444990,1
2021-04-23,MANA-USDT,24,4218340031,1
2021-04-23,ALGO-USDT,25,3960578862,1
2021-04-23,IOTA-USDT,26,3516751649,1
2021-04-23,QTUM-USDT,27,3429377957,1
2021-04-23,XTZ-USDT,28,3307154310,1
2021-04-23,KSM-USDT,29,3250561144,1
2021-04-23,HBAR-USDT,30,2984293151,1
2021-04-23,ZIL-USDT,31,2590554764,0
2021-04-23,NEAR-USDT,32,2074072676,0
2021-04-23,ADA-USDT,33,2038184690,0
2021-04-23,SNX-USDT,34,1752214941,0
2021-04-23,COMP-USDT,35,1696965252,0
2021-04-24,BTC-USDT,1,68304105472,1
2021-04-24,DOGE-USDT,2,50108625680,1
2021-04-24,ETH-USDT,3,25336151337,1
2021-04-24,OKB-USDT,4,17369138634,1
2021-04-24,BCH-USDT,5,16845501336,1
2021-04-24,DOT-USDT,6,15356971495,1
2021-04-24,LTC-USDT,7,13760725162,1
2021-04-24,UNI-USDT,8,12588991873,1
2021-04-24,FIL-USDT,9,12060033284,1
2021-04-24,XRP-USDT,10,11382673314,1
2021-04-24,XLM-USDT,11,9961345346,1
2021-04-24,LINK-USDT,12,9423959638,1
2021-04-24,THETA-USDT,13,8467958706,1
2021-04-24,ETC-USDT,14,7152006569,1
2021-04-24,AAVE-USDT,15,6799629486,1
2021-04-24,NEO-USDT,16,6470295516,1
2021-04-24,AVAX-USDT,17,5622074515,1
2021-04-24,GRT-USDT,18,5591158242,1
2021-04-24,SOL-USDT,19,5498583867,1
2021-04-24,ATOM-USDT,20,5313929344,1
2021-04-24,EGLD-USDT,21,4945611903,1
2021-04-24,TRX-USDT,22,4688436732,1
2021-04-24,CRV-USDT,23,4357854510,1
2021-04-24,MANA-USDT,24,4228935250,1
2021-04-24,ALGO-USDT,25,3964722528,1
2021-04-24,IOTA-USDT,26,3554993860,1
2021-04-24,QTUM-USDT,27,3459044315,1
2021-04-24,XTZ-USDT,28,3299513663,1
2021-04-24,KSM-USDT,29,3264342933,1
2021-04-24,HBAR-USDT,30,2991307007,1
2021-04-24,ZIL-USDT,31,2594317883,0
2021-04-24,NEAR-USDT,32,2074943164,0
2021-04-24,ADA-USDT,33,2052254500,0
2021-04-24,COMP-USDT,34,1751626939,0
2021-04-24,SNX-USDT,35,1727423934,0
2021-04-25,BTC-USDT,1,68379087502,1
2021-04-25,DOGE-USDT,2,50912485914,1
2021-04-25,ETH-USDT,3,25354971200,1
2021-04-25,OKB-USDT,4,17449184011,1
2021-04-25,BCH-USDT,5,16939004512,1
2021-04-25,DOT-USDT,6,15467731509,1
2021-04-25,LTC-USDT,7,13809485109,1
2021-04-25,UNI-USDT,8,12607599711,1
2021-04-25,FIL-USDT,9,12114440921,1
2021-04-25,XRP-USDT,10,11529093067,1
2021-04-25,XLM-USDT,11,9990122016,1
2021-04-25,LINK-USDT,12,9424081978,1
2021-04-25,THETA-USDT,13,8583395893,1
2021-04-25,ETC-USDT,14,7215790197,1
2021-04-25,AAVE-USDT,15,6757138123,1
2021-04-25,NEO-USDT,16,6728280611,1
2021-04-25,SOL-USDT,17,5903790578,1
2021-04-25,AVAX-USDT,18,5641680666,1
2021-04-25,GRT-USDT,19,5586159798,1
2021-04-25,ATOM-USDT,20,5332957038,1
2021-04-25,EGLD-USDT,21,4912170318,1
2021-04-25,TRX-USDT,22,4711269846,1
2021-04-25,CRV-USDT,23,4332872887,1
2021-04-25,MANA-USDT,24,4292060963,1
2021-04-25,ALGO-USDT,25,3976104625,1
2021-04-25,IOTA-USDT,26,3614580983,1
2021-04-25,QTUM-USDT,27,3498758670,1
2021-04-25,XTZ-USDT,28,3298877830,1
2021-04-25,KSM-USDT,29,3279109996,1
2021-04-25,HBAR-USDT,30,3016426300,1
2021-04-25,ZIL-USDT,31,2624613638,0
2021-04-25,NEAR-USDT,32,2096659568,0
2021-04-25,ADA-USDT,33,2065974964,0
2021-04-25,COMP-USDT,34,1779980219,0
2021-04-25,SNX-USDT,35,1713422482,0
2021-04-26,BTC-USDT,1,68673869137,1
2021-04-26,DOGE-USDT,2,51471233978,1
2021-04-26,ETH-USDT,3,25304352054,1
2021-04-26,OKB-USDT,4,17495469488,1
2021-04-26,BCH-USDT,5,17090929858,1
2021-04-26,DOT-USDT,6,15631167591,1
2021-04-26,LTC-USDT,7,13886092101,1
2021-04-26,UNI-USDT,8,12579366581,1
2021-04-26,FIL-USDT,9,12265803313,1
2021-04-26,XRP-USDT,10,11848888627,1
2021-04-26,XLM-USDT,11,10040615766,1
2021-04-26,LINK-USDT,12,9435987341,1
2021-04-26,THETA-USDT,13,8699881717,1
2021-04-26,ETC-USDT,14,7294655994,1
2021-04-26,NEO-USDT,15,6820610119,1
2021-04-26,AAVE-USDT,16,6765829453,1
2021-04-26,SOL-USDT,17,6234399852,1
2021-04-26,AVAX-USDT,18,5684723296,1
2021-04-26,GRT-USDT,19,5587989073,1
2021-04-26,ATOM-USDT,20,5378570638,1
2021-04-26,EGLD-USDT,21,4920917804,1
2021-04-26,TRX-USDT,22,4758546506,1
2021-04-26,MANA-USDT,23,4313745498,1
2021-04-26,CRV-USDT,24,4313673391,1
2021-04-26,ALGO-USDT,25,3991853870,1
2021-04-26,IOTA-USDT,26,3679907925,1
2021-04-26,QTUM-USDT,27,3540351574,1
2021-04-26,XTZ-USDT,28,3318353146,1
2021-04-26,KSM-USDT,29,3314505213,1
2021-04-26,HBAR-USDT,30,3032772307,1
2021-04-26,ZIL-USDT,31,2638346942,0
2021-04-26,NEAR-USDT,32,2108985709,0
2021-04-26,ADA-USDT,33,2086583617,0
2021-04-26,COMP-USDT,34,1813552675,0
2021-04-26,SNX-USDT,35,1703500788,0
2021-04-27,BTC-USDT,1,68467556638,1
2021-04-27,DOGE-USDT,2,51868302991,1
2021-04-27,ETH-USDT,3,25184450512,1
2021-04-27,OKB-USDT,4,17540952545,1
2021-04-27,BCH-USDT,5,17177563898,1
2021-04-27,DOT-USDT,6,15742870127,1
2021-04-27,LTC-USDT,7,13905377796,1
2021-04-27,UNI-USDT,8,12520157446,1
2021-04-27,FIL-USDT,9,12356804615,1
2021-04-27,XRP-USDT,10,12069325417,1
2021-04-27,XLM-USDT,11,10080710923,1
2021-04-27,LINK-USDT,12,9438172469,1
2021-04-27,THETA-USDT,13,8766578482,1
2021-04-27,ETC-USDT,14,7361926124,1
2021-04-27,NEO-USDT,15,6891115633,1
2021-04-27,AAVE-USDT,16,6770855335,1
2021-04-27,SOL-USDT,17,6449241019,1
2021-04-27,AVAX-USDT,18,5721467989,1
2021-04-27,GRT-USDT,19,5592168853,1
2021-04-27,ATOM-USDT,20,5404354356,1
2021-04-27,EGLD-USDT,21,4918792168,1
2021-04-27,TRX-USDT,22,4799983802,1
2021-04-27,MANA-USDT,23,4336423394,1
2021-04-27,CRV-USDT,24,4325098269,1
2021-04-27,ALGO-USDT,25,4012237181,1
2021-04-27,IOTA-USDT,26,3726598120,1
2021-04-27,QTUM-USDT,27,3581754368,1
2021-04-27,KSM-USDT,28,3344383791,1
2021-04-27,XTZ-USDT,29,3325455820,1
2021-04-27,HBAR-USDT,30,3048820913,1
2021-04-27,ZIL-USDT,31,2712808182,0
2021-04-27,NEAR-USDT,32,2128251779,0
2021-04-27,ADA-USDT,33,2111249458,0
2021-04-27,COMP-USDT,34,1841208176,0
2021-04-27,SNX-USDT,35,1690134260,0
2021-04-28,BTC-USDT,1,68113757363,1
2021-04-28,DOGE-USDT,2,51778994407,1
2021-04-28,ETH-USDT,3,25394105790,1
2021-04-28,OKB-USDT,4,17601276026,1
2021-04-28,BCH-USDT,5,17349989926,1
2021-04-28,DOT-USDT,6,15853938654,1
2021-04-28,LTC-USDT,7,13935899181,1
2021-04-28,UNI-USDT,8,12602815798,1
2021-04-28,FIL-USDT,9,12437106990,1
2021-04-28,XRP-USDT,10,12232645146,1
2021-04-28,XLM-USDT,11,10055526573,1
2021-04-28,LINK-USDT,12,9453495423,1
2021-04-28,THETA-USDT,13,8826534620,1
2021-04-28,ETC-USDT,14,7433331893,1
2021-04-28,NEO-USDT,15,6960036798,1
2021-04-28,AAVE-USDT,16,6845203025,1
2021-04-28,SOL-USDT,17,6699283190,1
2021-04-28,AVAX-USDT,18,5761979830,1
2021-04-28,GRT-USDT,19,5583473881,1
2021-04-28,ATOM-USDT,20,5421803209,1
2021-04-28,EGLD-USDT,21,4908189204,1
2021-04-28,TRX-USDT,22,4847457224,1
2021-04-28,MANA-USDT,23,4421103902,1
2021-04-28,CRV-USDT,24,4327531634,1
2021-04-28,ALGO-USDT,25,4023943078,1
2021-04-28,IOTA-USDT,26,3781438552,1
2021-04-28,QTUM-USDT,27,3622148967,1
2021-04-28,KSM-USDT,28,3362392570,1
2021-04-28,XTZ-USDT,29,3324310017,1
2021-04-28,HBAR-USDT,30,3054737274,1
2021-04-28,ZIL-USDT,31,2760731003,0
2021-04-28,ADA-USDT,32,2142349645,0
2021-04-28,NEAR-USDT,33,2139490922,0
2021-04-28,COMP-USDT,34,1862033899,0
2021-04-28,SNX-USDT,35,1676756794,0
2021-04-29,BTC-USDT,1,67310941544,1
2021-04-29,DOGE-USDT,2,50518431417,1
2021-04-29,ETH-USDT,3,25278303064,1
2021-04-29,OKB-USDT,4,17790832753,1
2021-04-29,BCH-USDT,5,17400239691,1
2021-04-29,DOT-USDT,6,15954566304,1
2021-04-29,LTC-USDT,7,13896329519,1
2021-04-29,UNI-USDT,8,12594522847,1
2021-04-29,FIL-USDT,9,12501751475,1
2021-04-29,XRP-USDT,10,12291419537,1
2021-04-29,XLM-USDT,11,9784759153,1
2021-04-29,LINK-USDT,12,9463954246,1
2021-04-29,THETA-USDT,13,8879387695,1
2021-04-29,ETC-USDT,14,7452474865,1
2021-04-29,NEO-USDT,15,6988292225,1
2021-04-29,SOL-USDT,16,6876083027,1
2021-04-29,AAVE-USDT,17,6857535058,1
2021-04-29,AVAX-USDT,18,5793244285,1
2021-04-29,GRT-USDT,19,5551652228,1
2021-04-29,ATOM-USDT,20,5436271515,1
2021-04-29,EGLD-USDT,21,4895788083,1
2021-04-29,TRX-USDT,22,4812762356,1
2021-04-29,MANA-USDT,23,4471464124,1
2021-04-29,CRV-USDT,24,4336910236,1
2021-04-29,ALGO-USDT,25,4031705655,1
2021-04-29,IOTA-USDT,26,3818848008,1
2021-04-29,QTUM-USDT,27,3651925899,1
2021-04-29,KSM-USDT,28,3380513086,1
2021-04-29,XTZ-USDT,29,3324870879,1
2021-04-29,HBAR-USDT,30,3072669685,1
2021-04-29,ZIL-USDT,31,2770802812,0
2021-04-29,ADA-USDT,32,2179895261,0
2021-04-29,NEAR-USDT,33,2170964245,0
2021-04-29,COMP-USDT,34,1870473893,0
2021-04-29,SNX-USDT,35,1666892564,0
2021-04-30,BTC-USDT,1,67276119978,1
2021-04-30,DOGE-USDT,2,50394341032,1
2021-04-30,ETH-USDT,3,25297609827,1
2021-04-30,OKB-USDT,4,17974619360,1
2021-04-30,BCH-USDT,5,17537739982,1
2021-04-30,DOT-USDT,6,16126524531,1
2021-04-30,LTC-USDT,7,13906729284,1
2021-04-30,FIL-USDT,8,12645380384,1
2021-04-30,UNI-USDT,9,12520772557,1
2021-04-30,XRP-USDT,10,12186159309,1
2021-04-30,XLM-USDT,11,9631444036,1
2021-04-30,LINK-USDT,12,9485028575,1
2021-04-30,THETA-USDT,13,8938600082,1
2021-04-30,ETC-USDT,14,7499035221,1
2021-04-30,NEO-USDT,15,7056440931,1
2021-04-30,SOL-USDT,16,6980358702,1
2021-04-30,AAVE-USDT,17,6872449737,1
2021-04-30,AVAX-USDT,18,5863088129,1
2021-04-30,GRT-USDT,19,5515600420,1
2021-04-30,ATOM-USDT,20,5461944351,1
2021-04-30,EGLD-USDT,21,4863050977,1
2021-04-30,TRX-USDT,22,4830533022,1
2021-04-30,MANA-USDT,23,4493706149,1
2021-04-30,CRV-USDT,24,4310117473,1
2021-04-30,ALGO-USDT,25,4039957587,1
2021-04-30,IOTA-USDT,26,3852006311,1
2021-04-30,QTUM-USDT,27,3679911776,1
2021-04-30,KSM-USDT,28,3404322758,1
2021-04-30,XTZ-USDT,29,3332992490,1
2021-04-30,HBAR-USDT,30,3084168412,1
2021-04-30,ZIL-USDT,31,2773160557,0
2021-04-30,ADA-USDT,32,2198076032,0
2021-04-30,NEAR-USDT,33,2191042600,0
2021-04-30,COMP-USDT,34,1883761281,0
2021-04-30,SNX-USDT,35,1656858945,0
2021-05-01,BTC-USDT,1,67822433723,1
2021-05-01,DOGE-USDT,2,50768270992,1
2021-05-01,ETH-USDT,3,25405837708,1
2021-05-01,OKB-USDT,4,19026899233,1
2021-05-01,BCH-USDT,5,17667444726,1
2021-05-01,DOT-USDT,6,16205789604,1
2021-05-01,LTC-USDT,7,13935622301,1
2021-05-01,FIL-USDT,8,12719476262,1
2021-05-01,UNI-USDT,9,12418176133,1
2021-05-01,XRP-USDT,10,12027459636,1
2021-05-01,XLM-USDT,11,9558963892,1
2021-05-01,LINK-USDT,12,9526784378,1
2021-05-01,THETA-USDT,13,9009042670,1
2021-05-01,ETC-USDT,14,7714733636,1
2021-05-01,SOL-USDT,15,7173289393,1
2021-05-01,NEO-USDT,16,7118466597,1
2021-05-01,AAVE-USDT,17,6957867043,1
2021-05-01,AVAX-USDT,18,5898969723,1
2021-05-01,ATOM-USDT,19,5483123191,1
2021-05-01,GRT-USDT,20,5443549050,1
2021-05-01,EGLD-USDT,21,4849324612,1
2021-05-01,TRX-USDT,22,4831486653,1
2021-05-01,MANA-USDT,23,4510544495,1
2021-05-01,CRV-USDT,24,4287971354,1
2021-05-01,ALGO-USDT,25,4040293516,1
2021-05-01,IOTA-USDT,26,3869817975,1
2021-05-01,QTUM-USDT,27,3700241608,1
2021-05-01,KSM-USDT,28,3424934462,1
2021-05-01,XTZ-USDT,29,3339668568,1
2021-05-01,HBAR-USDT,30,3104997274,1
2021-05-01,ZIL-USDT,31,2781308789,0
2021-05-01,ADA-USDT,32,2207144676,0
2021-05-01,NEAR-USDT,33,2203895392,0
2021-05-01,COMP-USDT,34,1916261156,0
2021-05-01,SNX-USDT,35,1641623101,0
2021-05-02,BTC-USDT,1,67800040258,1
2021-05-02,DOGE-USDT,2,51239840014,1
2021-05-02,ETH-USDT,3,25413757543,1
2021-05-02,OKB-USDT,4,19876116953,1
2021-05-02,BCH-USDT,5,17719776750,1
2021-05-02,DOT-USDT,6,16291228856,1
2021-05-02,LTC-USDT,7,13935590810,1
2021-05-02,FIL-USDT,8,12771282427,1
2021-05-02,UNI-USDT,9,12378527234,1
2021-05-02,XRP-USDT,10,11833549693,1
2021-05-02,LINK-USDT,11,9570118541,1
2021-05-02,XLM-USDT,12,9437191062,1
2021-05-02,THETA-USDT,13,9065354343,1
2021-05-02,ETC-USDT,14,7953291668,1
2021-05-02,SOL-USDT,15,7305228811,1
2021-05-02,NEO-USDT,16,7223155809,1
2021-05-02,AAVE-USDT,17,6991564070,1
2021-05-02,AVAX-USDT,18,5933436779,1
2021-05-02,ATOM-USDT,19,5481173400,1
2021-05-02,GRT-USDT,20,5393797696,1
2021-05-02,EGLD-USDT,21,4829527733,1
2021-05-02,TRX-USDT,22,4823467771,1
2021-05-02,MANA-USDT,23,4523076502,1
2021-05-02,CRV-USDT,24,4280302761,1
2021-05-02,ALGO-USDT,25,4045734380,1
2021-05-02,IOTA-USDT,26,3886772867,1
2021-05-02,QTUM-USDT,27,3731877516,1
2021-05-02,KSM-USDT,28,3450786222,1
2021-05-02,XTZ-USDT,29,3342021080,1
2021-05-02,HBAR-USDT,30,3126384844,1
2021-05-02,ZIL-USDT,31,2784386447,0
2021-05-02,ADA-USDT,32,2209252425,0
2021-05-02,NEAR-USDT,33,2206027158,0
2021-05-02,COMP-USDT,34,1947240827,0
2021-05-02,SNX-USDT,35,1634338014,0
2021-05-03,BTC-USDT,1,67873588799,1
2021-05-03,DOGE-USDT,2,52108761254,1
2021-05-03,ETH-USDT,3,25675935401,1
2021-05-03,OKB-USDT,4,20893659190,1
2021-05-03,BCH-USDT,5,17850045850,1
2021-05-03,DOT-USDT,6,16406856774,1
2021-05-03,LTC-USDT,7,13973677808,1
2021-05-03,FIL-USDT,8,12835882709,1
2021-05-03,UNI-USDT,9,12414255798,1
2021-05-03,XRP-USDT,10,11821360393,1
2021-05-03,LINK-USDT,11,9622769975,1
2021-05-03,XLM-USDT,12,9413166534,1
2021-05-03,THETA-USDT,13,9152661194,1
2021-05-03,ETC-USDT,14,8253983749,1
2021-05-03,SOL-USDT,15,7424540209,1
2021-05-03,NEO-USDT,16,7305328339,1
2021-05-03,AAVE-USDT,17,7052660258,1
2021-05-03,AVAX-USDT,18,6047697856,1
2021-05-03,ATOM-USDT,19,5495663032,1
2021-05-03,GRT-USDT,20,5379907919,1
2021-05-03,TRX-USDT,21,4843503279,1
2021-05-03,EGLD-USDT,22,4836362634,1
2021-05-03,MANA-USDT,23,4541829796,1
2021-05-03,CRV-USDT,24,4282721192,1
2021-05-03,ALGO-USDT,25,4059620179,1
