pair,entry,exit,r,pct,bars_held,regime,fold,exit_reason
AAVE-USDT,2023-09-29,2023-10-04,-0.152,-0.0134,5,bear,2023-H2,signal
DYDX-USDT,2023-10-03,2023-10-11,-1.045,-0.0998,8,bear,2023-H2,stop
TRX-USDT,2023-10-04,2023-10-19,-0.242,-0.0200,15,bear,2023-H2,time
BTC-USDT,2023-10-17,2023-11-12,3.872,0.2681,26,range,2023-H2,signal
OKB-USDT,2023-10-18,2023-10-24,-0.338,-0.0309,6,range,2023-H2,signal
